
;--------------------------------------------------
;◆マップチップ壁
;--------------------------------------------------
;┌└┐┘─│┼├┬┤┴κε
chip_kabe_ita01,kabe1.webp,0, 0, 16, 16
chip_kabe_ita02,kabe1.webp,16, 0, 16, 16
chip_kabe_ita03,kabe1.webp,32, 0, 16, 16
chip_kabe_ita04,kabe1.webp,48, 0, 16, 16
chip_kabe_ita05,kabe1.webp,64, 0, 16, 16
chip_kabe_ita06,kabe1.webp,80, 0, 16, 16
chip_kabe_ita07,kabe1.webp,96, 0, 16, 16
chip_kabe_ita08,kabe1.webp,112, 0, 16, 16
chip_kabe_ita09,kabe1.webp,128, 0, 16, 16
chip_kabe_ita10,kabe1.webp,144, 0, 16, 16
chip_kabe_ita11,kabe1.webp,160, 0, 16, 16
chip_kabe_ita12,kabe1.webp,176, 0, 16, 16
chip_kabe_ita13,kabe1.webp,192, 0, 16, 16

;┏┗┓┛━┃╋┣┳┫┻τλ
chip_kabe_ishi01,kabe2.webp,0, 0, 16, 16
chip_kabe_ishi02,kabe2.webp,16, 0, 16, 16
chip_kabe_ishi03,kabe2.webp,32, 0, 16, 16
chip_kabe_ishi04,kabe2.webp,48, 0, 16, 16
chip_kabe_ishi05,kabe2.webp,64, 0, 16, 16
chip_kabe_ishi06,kabe2.webp,80, 0, 16, 16
chip_kabe_ishi07,kabe2.webp,96, 0, 16, 16
chip_kabe_ishi08,kabe2.webp,112, 0, 16, 16
chip_kabe_ishi09,kabe2.webp,128, 0, 16, 16
chip_kabe_ishi10,kabe2.webp,144, 0, 16, 16
chip_kabe_ishi11,kabe2.webp,160, 0, 16, 16
chip_kabe_ishi12,kabe2.webp,176, 0, 16, 16
chip_kabe_ishi13,kabe2.webp,192, 0, 16, 16

;--------------------------------------------------
;◆マップチップ床　板・石・畳
;--------------------------------------------------
chip_yuka01,yuka.webp,0, 0, 16, 16
chip_yuka02,yuka.webp,16, 0, 16, 16
chip_yuka03,yuka.webp,32, 0, 16, 16
chip_yuka04,yuka.webp,48, 0, 16, 16

chip_yuka01_aka,ousetu.webp,0, 0, 16, 16
chip_yuka02_aka,ousetu.webp,16, 0, 16, 16
chip_yuka03_aka,ousetu.webp,32, 0, 16, 16
chip_yuka04_aka,ousetu.webp,0, 16, 16, 16
